TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE
Multi-family home for sale,999888,3,4,2016,40.635105,-74.081897
Co-op for sale,99000,1,1,850,40.836662,-73.923959
Townhouse for sale,2545000,6,2,3277,40.606561,-73.906028
Co-op for sale,3125000,2,2,1804,40.724151,-73.999206
Condo for sale,570000,3,1,515,40.70977,-74.016282
Co-op for sale,599000,3,1,868,40.784449,-73.980753
Co-op for sale,239000,2,1,950,40.587157,-73.970927
Townhouse for sale,5000000,3,2,2569,40.720727,-73.992851
Condo for sale,1950000,1,2,1117,40.740893,-74.004447
Multi-family home for sale,1085000,3,8,3480,40.580148,-73.983584
Condo for sale,1950000,1,2,1117,40.740893,-74.004447
House for sale,6995000,9,6,9550,40.718996,-73.985465
Co-op for sale,349000,2,1,900,40.578179,-73.973331
Townhouse for sale,6495000,6,6,5232,40.786365,-73.973533
Multi-family home for sale,1800000,11,6,5000,40.742228,-73.883274
Condo for sale,1450000,3,2,1117,40.742075,-73.975797
Condo for sale,2980000,3,3,1756,40.796189,-73.949116
Multi-family home for sale,829000,9,3,2276,40.83251,-73.894715
Co-op for sale,185000,3,1,400,40.722253,-73.855654
Condo for sale,2000000,2,2,1441,40.692916,-74.000882
Condo for sale,7600000,4,4,3216,40.713964,-74.012721
Condo for sale,575000,1,1,1073,40.838714,-73.936992
Co-op for sale,350000,2,1,850,40.848542,-73.930871
Condo for sale,7600000,4,4,3216,40.713964,-74.012721
Condo for sale,695000,3,2,704,40.682985,-73.965601
House for sale,875000,4,2,1600,40.64407,-73.953905
Townhouse for sale,4000000,6,4,5854,40.677739,-73.99395
Co-op for sale,410000,3,1,766,40.815359,-73.937473
Multi-family home for sale,915000,6,5,3096,40.847162,-73.865096
Co-op for sale,995000,2,1,1000,40.776554,-73.98764
Co-op for sale,535000,2,1,1000,40.761696,-73.930494
Co-op for sale,429000,1,1,575,40.692675,-73.96429
Multi-family home for sale,1690000,7,7,4600,40.74073,-73.852058
Multi-family home for sale,1699999,4,3,2160,40.611667,-74.011364
Co-op for sale,235000,1,1,800,40.595967,-73.950402
Condo for sale,899000,2,1,1010,40.675638,-73.955524
House for sale,735000,3,2,1600,40.633443,-73.940219
House for sale,1499000,3,2,2100,40.606399,-73.948599
House for sale,735000,3,2,1600,40.633443,-73.940219
Multi-family home for sale,899999,5,3,1440,40.760467,-73.875536
Condo for sale,900000,2,2,951,40.795855,-73.946499
House for sale,629900,3,2,1332,40.594,-74.191062
Co-op for sale,280000,1,1,650,40.616988,-73.986133
Condo for sale,5100000,2,2,1676,40.769109,-73.98162
Condo for sale,8500000,3,3,2080,40.771076,-73.980977
Condo for sale,1075000,3,4,2740,40.812532,-73.823993
Condo for sale,950000,3,1,660,40.764146,-73.990176
Co-op for sale,875000,2,2,1275,40.620695,-74.040271
House for sale,485000,2,2,816,40.839208,-73.853933
Condo for sale,598000,1,1,663,40.753311,-73.831201
House for sale,2999000,4,2,1732,40.621204,-73.990888
Townhouse for sale,889000,2,1,1056,40.735118,-73.853611
Co-op for sale,515000,2,2,1200,40.586645,-73.949452
House for sale,1600000,4,4,3150,40.536506,-74.198833
Multi-family home for sale,1900000,6,4,2000,40.637189,-74.008977
Co-op for sale,3395000,2,2,1800,40.721714,-74.01038
Multi-family home for sale,1795000,5,3,1800,40.669189,-73.991967
Condo for sale,6998000,4,4,3000,40.722733,-74.010123
Multi-family home for sale,980000,11,3,3210,40.844215,-73.879939
Multi-family home for sale,1400000,5,4,2250,40.548624,-74.186817
House for sale,519999,3,2,1440,40.63966,-74.136268
Multi-family home for sale,1750000,7,3,4065,40.77213,-73.896001
Co-op for sale,324900,1,1,665,40.870904,-73.915568
Condo for sale,870000,1,1,620,40.768188,-73.984509
Co-op for sale,355000,2,1,1000,40.578206,-73.973315
Co-op for sale,268800,1,1,725,40.608616,-73.976529
Condo for sale,640000,1,1,1022,40.62759,-74.00162
Condo for sale,640000,1,1,1022,40.62759,-74.00162
Co-op for sale,699000,2,2,1400,40.72165,-73.84119
Multi-family home for sale,1208000,11,6,5160,40.787452,-73.852129
Condo for sale,1025000,1,1,787,40.718887,-73.987357
Condo for sale,2449000,3,2,1744,40.77357,-73.946154
House for sale,659000,3,2,1460,40.611432,-74.066788
Multi-family home for sale,1499000,7,4,3570,40.72217,-73.901109
Condo for sale,700000,3,1,474,40.725308,-74.005407
Co-op for sale,700000,2,1,900,40.767313,-73.958438
Townhouse for sale,4895000,4,4,3622,40.715159,-74.006685
Condo for sale,2350000,4,2,1847,40.810108,-73.954637
Multi-family home for sale,1190000,5,4,3720,40.515302,-74.235207
Condo for sale,5350000,3,4,2491,40.751826,-74.002774
Condo for sale,628000,3,2,1097,40.644989,-74.019615
House for sale,710000,2,2,2250,40.892642,-73.840954
House for sale,790000,4,2,1744,40.631398,-73.936177
Co-op for sale,800000,2,1,900,40.772093,-73.951451
House for sale,699000,3,2,522,40.620065,-73.920376
Co-op for sale,416000,3,1,950,40.763716,-73.816271
Co-op for sale,499000,1,1,800,40.657359,-73.955407
Co-op for sale,140000,3,1,507,40.899214,-73.86241
House for sale,790000,4,2,1744,40.631398,-73.936177
Condo for sale,2400000,2,2,1375,40.782249,-73.958665
Co-op for sale,5995000,3,2,4200,40.719031,-74.005449
Condo for sale,5799000,3,4,2497,40.704623,-73.987824
Co-op for sale,229000,3,1,500,40.582265,-73.966662
Condo for sale,3500000,3,2,1896,40.678195,-73.970262
House for sale,1288000,3,2,1538,40.601322,-73.986412
Multi-family home for sale,1099000,6,5,3816,40.624172,-74.074601
House for sale,868000,3,2,1690,40.718735,-73.875063
House for sale,699900,5,1,1827,40.691768,-73.854054
House for sale,570000,3,2,1728,40.869166,-73.852026
Co-op for sale,419800,2,1,1000,40.719958,-73.835723
Condo for sale,5900000,3,3,2706,40.744213,-73.987241
Condo for sale,1450000,2,2,1175,40.709219,-74.013753
Multi-family home for sale,975000,7,4,1920,40.834527,-73.868668
Co-op for sale,210000,3,1,550,40.73235,-73.861165
Townhouse for sale,8575000,6,6,5500,40.764507,-73.965346
Condo for sale,2990000,3,2,1721,40.707418,-74.013533
House for sale,599900,3,2,1534,40.86976,-73.840861
Multi-family home for sale,1850000,7,3,2240,40.622536,-73.997075
Condo for sale,888000,3,2,1700,40.622605,-74.017696
Condo for sale,1995000,1,2,910,40.785208,-73.970668
House for sale,599000,3,2,1690,40.88047,-73.850305
Co-op for sale,178000,3,1,719,40.737923,-73.847072
Co-op for sale,279900,1,1,850,40.890176,-73.914626
Co-op for sale,935000,2,2,1150,40.785624,-73.950705
Co-op for sale,318000,3,1,450,40.746765,-73.976998
Townhouse for sale,7800000,7,8,7200,40.763654,-73.96817
Co-op for sale,315000,2,1,1000,40.890384,-73.911788
Multi-family home for sale,2050000,4,2,1760,40.735132,-73.953633
Condo for sale,615000,2,1,733,40.765481,-73.817873
Co-op for sale,178000,3,1,719,40.737923,-73.847072
Co-op for sale,279900,1,1,850,40.890176,-73.914626
Co-op for sale,385000,3,1,440,40.76821,-73.984603
Condo for sale,209000,1,1,650,40.620265,-74.109911
Co-op for sale,259000,3,1,590,40.7511,-73.89118
Multi-family home for sale,1980000,3,3,3536,40.587547,-73.950103
Multi-family home for sale,919000,6,3,1760,40.852907,-73.830339
Co-op for sale,499000,3,2,1200,40.831991,-73.919124
Co-op for sale,359000,2,1,850,40.804259,-73.941527
Condo for sale,771770,2,2,710,40.763958,-73.832597
Condo for sale,3550000,3,2,2693,40.740407,-73.997082
Townhouse for sale,9750000,8,7,7228,40.766463,-73.967961
Co-op for sale,4395000,6,4,2700,40.782227,-73.957519
Condo for sale,645000,3,1,419,40.742452,-73.996531
Condo for sale,771770,2,2,710,40.763958,-73.832597
Condo for sale,1250000,2,2,1434,40.810446,-73.943187
Condo for sale,7990000,5,4,5202,40.72216,-74.007863
Multi-family home for sale,1399000,4,4,2049,40.689022,-73.924442
Co-op for sale,1049000,4,3,2400,40.881939,-73.920486
House for sale,995000,4,3,2000,40.858027,-73.837909
Co-op for sale,750000,3,2,1600,40.781379,-73.95544
Co-op for sale,300000,1,1,800,40.577408,-73.973259
House for sale,675888,3,1,1662,40.551793,-74.144159
Condo for sale,7990000,5,4,5202,40.72216,-74.007863
Multi-family home for sale,2749000,3,6,4480,40.597498,-73.953961
Townhouse for sale,860000,3,2,2000,40.631594,-73.937693
Condo for sale,1195000,1,1,713,40.714795,-74.006439
House for sale,825000,3,2,1400,40.753708,-73.854247
Townhouse for sale,860000,3,2,2000,40.631594,-73.937693
Condo for sale,1195000,1,1,713,40.714795,-74.006439
Multi-family home for sale,1169900,6,4,2310,40.746294,-73.860996
House for sale,2795000,6,6,3600,40.68241,-73.982079
House for sale,6250000,4,2,4500,40.739891,-73.988265
Multi-family home for sale,2099000,3,6,3520,40.619048,-73.991233
Co-op for sale,240000,3,1,500,40.722322,-73.849366
Co-op for sale,1195000,2,2,650,40.74356,-73.978497
House for sale,699000,3,2,2040,40.824734,-73.879455
Multi-family home for sale,1398000,9,6,4440,40.637695,-74.026305
Co-op for sale,299000,3,1,650,40.753359,-73.825048
Co-op for sale,500000,3,1,450,40.736156,-73.99773
Co-op for sale,298000,1,1,790,40.586022,-73.966836
Condo for sale,748000,2,2,713,40.757626,-73.82311
House for sale,735000,3,2,2350,40.817049,-73.802331
Co-op for sale,3750000,2,2,2300,40.721817,-73.998581
House for sale,399999,2,1,1056,40.630924,-74.121255
House for sale,599000,4,2,1665,40.905212,-73.84817
Condo for sale,2300000,2,2,1035,40.779437,-73.97814
Multi-family home for sale,1459000,5,4,3500,40.521212,-74.230732
Condo for sale,510000,2,2,972,40.806756,-73.853097
Condo for sale,825000,2,2,1001,40.824187,-73.939702
House for sale,1150000,3,2,1352,40.871637,-73.898435
Condo for sale,6895000,2,2,2114,40.766394,-73.980991
Co-op for sale,165000,1,1,750,40.90478,-73.905744
House for sale,874900,3,4,1500,40.589133,-74.146815
Co-op for sale,245000,1,1,863,40.875811,-73.876593
Condo for sale,565000,1,1,804,40.605389,-73.97876
Co-op for sale,1950000,3,2,1265,40.795785,-73.949802
Co-op for sale,1200000,1,1,1120,40.708859,-74.001287
Multi-family home for sale,1595000,9,6,4420,40.677768,-73.918978
Multi-family home for sale,1495000,3,6,5148,40.613758,-73.9878
House for sale,1248000,4,2,2450,40.605613,-73.939675
Condo for sale,565000,1,1,804,40.605389,-73.97876
Co-op for sale,165000,1,1,750,40.90478,-73.905744
Co-op for sale,399000,1,1,675,40.858122,-73.932243
Co-op for sale,4895000,4,2,3594,40.733873,-73.992122
Multi-family home for sale,1849000,6,3,3001,40.66482,-73.989178
Co-op for sale,699000,1,1,700,40.776434,-73.977149
Condo for sale,320000,2,1,802,40.840912,-73.854592
Condo for sale,418000,1,1,684,40.794664,-73.847393
Multi-family home for sale,1399000,8,6,3448,40.625577,-73.913355
House for sale,339000,2,1,700,40.5633,-74.100401
House for sale,699000,3,1,4000,40.696928,-73.765506
Condo for sale,1750000,6,3,3364,40.658572,-73.950746
Multi-family home for sale,2100000,3,3,2000,40.675619,-74.000279
Co-op for sale,205900,1,1,750,40.71193,-73.826361
Co-op for sale,265000,1,1,765,40.61807,-73.969974
House for sale,775000,3,1,1696,40.83774,-73.824147
House for sale,685000,4,2,2269,40.584918,-74.159939
Co-op for sale,699000,1,1,700,40.776434,-73.977149
Condo for sale,445000,3,1,402,40.768016,-73.917451
Co-op for sale,399000,2,1,960,40.579232,-73.971325
Multi-family home for sale,1990000,6,5,2150,40.755756,-73.777407
Co-op for sale,7500000,6,6,4200,40.780271,-73.956785
Co-op for sale,479000,2,1,1100,40.577809,-73.972829
Co-op for sale,4995000,4,4,5500,40.7623,-73.969834
Condo for sale,5950000,2,2,1853,40.734757,-74.009715
Condo for sale,599000,1,1,626,40.792058,-73.939335
Condo for sale,420000,1,1,668,40.57831,-73.967093
Co-op for sale,2199000,2,2,1770,40.789903,-73.97747
Co-op for sale,595000,1,1,700,40.754338,-73.964711
Co-op for sale,249000,2,1,1000,40.592664,-73.938874
Multi-family home for sale,1180000,8,4,3321,40.830754,-73.875733
Co-op for sale,115000,3,1,550,40.871622,-73.882602
Condo for sale,779000,1,1,638,40.742282,-73.978111
Multi-family home for sale,1850000,12,7,4719,40.639583,-74.008192
Condo for sale,9975000,3,3,2241,40.769719,-73.981075
Townhouse for sale,925000,3,2,1875,40.731893,-73.80019
House for sale,685000,4,2,2269,40.584918,-74.159939
Townhouse for sale,3400000,5,4,4852,40.8181,-73.942905
House for sale,699000,3,2,1008,40.630655,-74.165581
Multi-family home for sale,790000,4,3,1784,40.85102,-73.853394
Co-op for sale,2199000,2,2,1770,40.789903,-73.97747
Condo for sale,7750000,5,6,3701,40.692916,-74.000882
House for sale,899000,2,2,1056,40.603279,-74.014377
Condo for sale,795000,1,1,860,40.76148,-73.961061
Co-op for sale,275000,1,1,880,40.632963,-73.970927
Multi-family home for sale,775000,6,2,2910,40.850127,-73.866989
House for sale,699000,5,4,1838,40.867728,-73.88496
Co-op for sale,330000,1,1,656,40.784301,-73.776196
House for sale,590000,5,3,1152,40.601933,-73.758716
Multi-family home for sale,775000,6,2,2910,40.850127,-73.866989
House for sale,1250000,3,2,2049,40.652097,-73.945109
Co-op for sale,975000,2,2,1270,40.837033,-73.947795
House for sale,1699000,3,2,2200,40.687073,-73.958465
Co-op for sale,190000,3,1,500,40.71225,-73.78851
Co-op for sale,405000,3,1,550,40.774067,-73.952299
Multi-family home for sale,950000,5,2,1660,40.579287,-73.960344
Condo for sale,800000,3,1,916,40.706711,-74.010457
Condo for sale,359000,2,1,920,40.654871,-73.88477
Co-op for sale,1950000,2,2,960,40.737351,-74.006317
Condo for sale,2950000,3,2,1709,40.693534,-74.000262
Condo for sale,760000,1,1,700,40.766298,-73.988199
Multi-family home for sale,675999,3,2,2070,40.897404,-73.842791
Condo for sale,380000,3,1,393,40.618484,-74.000151
Condo for sale,380000,3,1,393,40.618484,-74.000151
Condo for sale,800000,3,1,916,40.706711,-74.010457
Condo for sale,649000,3,2,1150,40.628007,-73.915581
Condo for sale,475000,1,1,739,40.578942,-73.963214
Multi-family home for sale,1799000,11,6,5031,40.608348,-73.990326
Condo for sale,3995000,3,4,2456,40.778167,-73.948909
Co-op for sale,3200000,3,4,1825,40.770301,-73.980472
Co-op for sale,579000,3,2,1200,40.734634,-73.860238
Condo for sale,648888,2,2,950,40.718869,-73.811122
Multi-family home for sale,989000,7,5,3978,40.665901,-73.854748
Co-op for sale,154900,1,1,700,40.864656,-73.908215
Condo for sale,399000,1,1,577,40.637359,-74.027222
Condo for sale,589000,3,1,415,40.760241,-73.995433
Condo for sale,3795000,3,3,2250,40.774752,-73.956107
Co-op for sale,199999,3,1,471,40.72231,-73.84153
Co-op for sale,2500000,3,2,3200,40.746887,-73.991065
Co-op for sale,258000,3,1,500,40.766602,-73.815761
House for sale,685000,3,2,1280,40.549191,-74.166028
Condo for sale,3250000,3,2,2292,40.717536,-73.989959
Condo for sale,245000,1,1,800,40.618948,-74.107158
Co-op for sale,729000,3,2,1400,40.892469,-73.909115
Multi-family home for sale,779000,3,2,1557,40.849444,-73.851578
Condo for sale,1090000,3,3,1295,40.626094,-73.981507
Co-op for sale,365000,2,1,925,40.602199,-73.970949
Condo for sale,1990000,2,2,1309,40.743923,-73.993705
Multi-family home for sale,1200000,6,4,2808,40.892824,-73.834808
Co-op for sale,473000,2,1,1000,40.578254,-73.953479
Co-op for sale,133000,1,1,630,40.872029,-73.86953
Multi-family home for sale,1548000,9,4,4539,40.753419,-73.862881
Multi-family home for sale,850000,5,3,3024,40.877022,-73.858561
Multi-family home for sale,995000,6,3,2125,40.589507,-73.985517
House for sale,2800000,2,1,1800,40.524072,-74.17105
Condo for sale,4995000,3,2,2803,40.736841,-73.99679
House for sale,2570000,5,2,2000,40.619388,-74.035336
Co-op for sale,225000,1,1,900,40.857426,-73.870885
Co-op for sale,345000,1,1,900,40.760602,-73.822266
House for sale,875000,5,2,1974,40.617472,-73.923111
Co-op for sale,649000,1,1,687,40.757111,-73.963078
Condo for sale,659000,2,1,714,40.648631,-73.967438
Co-op for sale,429000,2,1,850,40.634367,-74.031134
Multi-family home for sale,1299999,12,6,4125,40.700936,-73.925075
House for sale,758800,3,2,1633,40.591079,-74.080106
Condo for sale,1795000,2,2,1245,40.702261,-73.98541
Condo for sale,780000,3,3,1236,40.767546,-73.831469
Co-op for sale,173000,3,1,500,40.717242,-73.833682
House for sale,995000,4,2,2200,40.614693,-74.09961
Condo for sale,1649000,1,1,800,40.761701,-73.999623
House for sale,575000,3,1,1390,40.806916,-73.856207
Co-op for sale,800000,2,1,1200,40.607235,-73.984794
Condo for sale,1750000,2,2,1320,40.677484,-74.0148
Condo for sale,2750000,2,2,1488,40.715592,-73.99129
Condo for sale,3999999,2,2,1997,40.750945,-74.003586
Condo for sale,2295000,3,3,1615,40.764115,-73.965183
Multi-family home for sale,689900,3,4,2448,40.621019,-74.160271
House for sale,3850000,4,4,4374,40.729533,-73.957726
Co-op for sale,243000,2,1,965,40.864331,-73.907519
Multi-family home for sale,915000,8,3,1896,40.832935,-73.853508
Condo for sale,599888,1,1,826,40.743634,-73.916415
Condo for sale,688000,3,2,982,40.640328,-74.002813
House for sale,950000,3,2,1308,40.870497,-73.901181
Co-op for sale,249000,1,1,750,40.732652,-73.854655
Multi-family home for sale,2499000,7,8,3700,40.627832,-74.024872
Condo for sale,409000,1,1,559,40.752313,-73.83243
Condo for sale,630000,2,2,750,40.76275,-73.82671
Multi-family home for sale,2499000,7,8,3700,40.627832,-74.024872
Condo for sale,874000,2,2,915,40.694352,-73.919978
Co-op for sale,175000,1,1,627,40.710157,-73.79885
Condo for sale,3000000,1,2,1600,40.701552,-73.995867
Condo for sale,2400000,1,2,1427,40.761326,-73.977401
Co-op for sale,299999,1,1,850,40.72496,-73.84549
Co-op for sale,120000,2,1,1100,40.831061,-73.899836
Condo for sale,1995000,3,2,1376,40.745152,-73.992778
Condo for sale,1400000,3,2,1625,40.57836,-73.836504
House for sale,1499000,5,4,3200,40.588396,-73.7935
House for sale,1200000,4,2,2173,40.599573,-74.126405
Multi-family home for sale,2500000,7,4,2660,40.795607,-73.933858
House for sale,715000,4,2,1866,40.815163,-73.846253
Condo for sale,925000,2,2,1033,40.795855,-73.946499
Multi-family home for sale,750000,5,3,3327,40.895951,-73.859572
Condo for sale,2795000,2,2,1372,40.771681,-73.98158
Multi-family home for sale,1100000,8,3,3312,40.831525,-73.852543
Co-op for sale,1199000,2,2,1000,40.775154,-73.962097
Condo for sale,2850000,3,2,1912,40.710293,-73.966013
Multi-family home for sale,900000,8,5,2028,40.832294,-73.92917
House for sale,1049000,3,1,1683,40.624904,-74.025342
Co-op for sale,245000,1,1,550,40.6339,-74.029997
Condo for sale,695000,2,2,1080,40.575483,-73.974764
Multi-family home for sale,928000,3,4,1640,40.652767,-74.012075
Co-op for sale,199000,1,1,550,40.614409,-73.947967
Co-op for sale,475000,2,1,975,40.59894,-73.993976
Condo for sale,815000,2,2,1000,40.586973,-73.951476
Condo for sale,474000,2,1,750,40.644271,-73.998636
Condo for sale,2350000,2,2,1572,40.742251,-74.001056
Co-op for sale,1325000,2,2,1250,40.779515,-73.984471
House for sale,6600000,8,5,5110,40.791149,-73.946303
Co-op for sale,590000,2,1,800,40.631168,-73.961009
Condo for sale,695000,2,2,1080,40.575483,-73.974764
Condo for sale,610000,1,1,673,40.708282,-74.018041
Condo for sale,1299000,1,2,1066,40.761718,-73.969764
House for sale,632000,4,2,1496,40.553386,-74.197402
House for sale,632000,4,2,1496,40.553386,-74.197402
Condo for sale,800000,2,1,850,40.6814,-73.953752
Condo for sale,725000,1,1,696,40.680215,-73.956745
Co-op for sale,349500,1,1,900,40.71574,-73.83672
Condo for sale,550000,3,1,446,40.767091,-73.961629
Co-op for sale,398000,3,1,1000,40.775673,-73.827111
Co-op for sale,329000,2,1,850,40.822362,-73.80725
House for sale,968000,3,2,2845,40.588988,-74.153058
Condo for sale,498000,1,1,785,40.727512,-73.86069
Townhouse for sale,1675000,5,2,2100,40.695707,-73.934447
Co-op for sale,280000,1,1,850,40.589514,-73.949742
Condo for sale,1250000,1,1,855,40.779116,-73.94829
Multi-family home for sale,1499000,6,4,3450,40.592255,-74.097224
Condo for sale,2649000,3,3,1699,40.746328,-73.972718
Condo for sale,385000,2,1,919,40.654359,-73.88379
Multi-family home for sale,1799000,7,2,4140,40.845194,-73.903672
Co-op for sale,179000,1,1,600,40.638729,-73.949047
Condo for sale,2100000,3,3,1638,40.758569,-73.966971
Co-op for sale,323000,1,1,800,40.591141,-73.967677
Condo for sale,880000,1,1,713,40.747145,-73.940897
Condo for sale,1500000,2,2,1334,40.808418,-73.943303
Co-op for sale,1296000,2,2,1200,40.770956,-73.948795
Co-op for sale,3395000,4,3,3111,40.776381,-73.980014
Co-op for sale,450000,2,1,1100,40.595967,-73.950402
Condo for sale,649000,3,2,1770,40.583827,-73.824314
Co-op for sale,265000,2,1,900,40.592004,-73.941035
Multi-family home for sale,1350000,9,3,3318,40.826209,-73.916442
House for sale,749000,3,2,1400,40.630682,-73.932503
Co-op for sale,398000,3,1,900,40.617177,-73.986447
Condo for sale,680000,2,2,847,40.736711,-73.872209
Townhouse for sale,2250000,4,2,1360,40.656819,-73.979571
House for sale,7188000,3,3,4108,40.715016,-74.009337
Condo for sale,799000,2,2,868,40.769679,-73.772159
Townhouse for sale,3460000,2,2,2484,40.703722,-73.987097
House for sale,629000,3,2,1575,40.873488,-73.858233
Townhouse for sale,1100000,9,3,3944,40.847359,-73.905734
Condo for sale,4250000,2,2,1778,40.753759,-74.003221
Co-op for sale,925000,3,2,1700,40.76405,-73.964336
Condo for sale,1695000,2,2,1035,40.71637,-73.951573
Condo for sale,599000,1,1,958,40.74945,-73.877868
Co-op for sale,1250000,2,2,1350,40.769596,-73.968877
Multi-family home for sale,2299000,8,5,2700,40.755614,-73.777277
Co-op for sale,2395000,4,4,3600,40.749193,-73.969542
Condo for sale,1080000,2,2,1545,40.784124,-73.856902
Co-op for sale,588888,3,2,1150,40.731896,-73.859965
Condo for sale,1199000,2,1,1080,40.616343,-74.037789
House for sale,1390000,3,2,1276,40.880723,-73.899346
Multi-family home for sale,1150000,6,3,2400,40.630927,-73.930356
Condo for sale,650000,2,2,1013,40.887057,-73.908722
House for sale,599999,3,2,1340,40.667749,-73.913448
Co-op for sale,395000,2,1,950,40.909252,-73.905421
Co-op for sale,299000,1,1,700,40.754728,-73.885971
Condo for sale,549000,2,2,1113,40.66879,-73.849494
Condo for sale,1350000,2,2,1066,40.720082,-73.947365
Condo for sale,499000,1,1,571,40.744078,-73.911899
Condo for sale,1351242,2,2,1026,40.747963,-73.944456
Co-op for sale,249000,2,1,830,40.587157,-73.970927
Condo for sale,479000,1,2,1096,40.687484,-73.875467
Condo for sale,1899000,3,2,1757,40.576937,-73.957014
Co-op for sale,275000,1,1,694,40.71025,-73.81917
Condo for sale,2150000,2,2,1711,40.771979,-73.988957
Co-op for sale,1999000,3,3,1950,40.785175,-73.953895
Townhouse for sale,3200000,7,4,2976,40.686113,-73.988271
Condo for sale,1745000,2,2,1574,40.745755,-73.941746
House for sale,1488000,3,2,2886,40.579277,-74.121129
Condo for sale,1494000,1,2,1444,40.771927,-73.949189
Multi-family home for sale,1108900,6,2,2664,40.63089,-74.018305
Multi-family home for sale,3200000,3,4,3040,40.68174,-73.991645
House for sale,650000,3,2,1110,40.605773,-74.090618
Townhouse for sale,2050000,12,8,8049,40.674312,-73.952281
House for sale,1250000,5,4,2755,40.592337,-74.068794
Co-op for sale,749000,2,1,1000,40.768621,-73.954491
Co-op for sale,2465000,2,2,1400,40.78733,-73.97972
Co-op for sale,439000,3,1,475,40.730881,-73.99378
Condo for sale,975000,2,2,930,40.686977,-73.912614
Condo for sale,650000,3,1,1050,40.64924,-73.953482
Townhouse for sale,2550000,8,4,3900,40.661674,-73.985673
House for sale,3200000,6,5,5000,40.80794,-73.942354
Condo for sale,1999999,4,4,2743,40.789503,-73.976971
Condo for sale,460000,1,1,518,40.586976,-73.951444
Condo for sale,1395000,2,2,1003,40.693048,-73.961124
Multi-family home for sale,1990000,6,5,2100,40.755608,-73.777502
Townhouse for sale,2980000,6,3,3210,40.657771,-73.976276
House for sale,3498000,2,2,2046,40.718456,-74.008024
House for sale,2595000,7,6,4950,40.518484,-74.224419
Condo for sale,3995000,2,2,1283,40.768047,-73.983517
Co-op for sale,1139000,3,2,1800,40.720129,-73.839839
Multi-family home for sale,4500000,3,5,4725,40.725886,-73.943742
Condo for sale,2695000,2,2,1927,40.677514,-73.986803
Co-op for sale,125000,1,1,728,40.85607,-73.868875
Condo for sale,625000,1,1,692,40.816654,-73.947357
Multi-family home for sale,2375000,9,5,4164,40.625355,-74.029753
Co-op for sale,545000,1,1,1050,40.617623,-74.038637
Condo for sale,599000,1,1,935,40.580146,-73.96051
Co-op for sale,538000,2,2,1200,40.726403,-73.850223
Condo for sale,342990,2,1,900,40.620265,-74.109911
Co-op for sale,1500000,2,2,1600,40.773916,-73.979927
House for sale,939000,3,2,1700,40.608937,-73.940196
Condo for sale,3150000,4,3,2263,40.796755,-73.969642
Multi-family home for sale,1750000,6,3,2146,40.643249,-74.002343
House for sale,720000,3,3,2200,40.678227,-73.926787
House for sale,1199999,5,3,1728,40.628704,-74.00189
Co-op for sale,200000,1,1,700,40.629704,-73.925595
Co-op for sale,699000,2,2,1400,40.653512,-73.957139
House for sale,1199999,5,3,1728,40.628704,-74.00189
House for sale,939000,3,2,1700,40.608937,-73.940196
Co-op for sale,559000,3,2,1200,40.906923,-73.906251
Multi-family home for sale,1050000,5,4,2552,40.601321,-74.130029
Condo for sale,2649000,3,3,1500,40.747335,-73.984862
Condo for sale,925000,2,2,787,40.707897,-73.910509
Condo for sale,559000,1,1,579,40.691501,-73.915648
Condo for sale,999999,1,2,807,40.705592,-74.017216
Co-op for sale,269000,1,1,700,40.583626,-73.951898
Condo for sale,838000,2,2,1054,40.62759,-74.00162
Co-op for sale,220000,1,1,792,40.66806,-73.8497
Condo for sale,729000,1,1,550,40.760649,-73.966893
Condo for sale,2045000,3,2,1039,40.764496,-73.985132
Condo for sale,749000,2,2,1258,40.794593,-73.845734
Co-op for sale,250000,1,1,800,40.91273,-73.902225
Condo for sale,3695000,2,2,1978,40.774282,-73.984177
Multi-family home for sale,680000,3,2,2240,40.619379,-74.075943
Condo for sale,2045000,3,2,1039,40.764496,-73.985132
Co-op for sale,495000,2,1,900,40.632963,-73.970927
Condo for sale,950000,2,2,1033,40.795855,-73.946499
Co-op for sale,449000,1,2,1074,40.756476,-73.721201
Co-op for sale,325000,1,1,775,40.634777,-74.031653
Condo for sale,1599000,2,2,1094,40.759282,-73.970759
House for sale,649000,3,2,2000,40.699555,-73.75271
Condo for sale,1850000,1,1,703,40.732814,-73.995445
Condo for sale,1395000,1,2,1220,40.707729,-74.009733
Multi-family home for sale,1499000,8,3,2636,40.580666,-73.963422
House for sale,849000,3,3,1656,40.635957,-73.894634
Condo for sale,759000,2,2,1230,40.612478,-73.953507
Condo for sale,4995000,3,4,2184,40.784798,-73.95566
Co-op for sale,249000,2,1,1000,40.592614,-73.93961
Condo for sale,1500000,1,2,1218,40.711573,-73.948677
Condo for sale,695000,2,1,959,40.789751,-73.948726
Co-op for sale,325000,1,1,775,40.634777,-74.031653
House for sale,649000,3,2,2000,40.699555,-73.75271
Co-op for sale,1995000,2,2,1700,40.772406,-73.979716
Condo for sale,759000,2,2,1230,40.612478,-73.953507
Townhouse for sale,1799000,6,4,3300,40.695951,-73.932143
Condo for sale,3250000,2,2,1509,40.721744,-73.998107
Co-op for sale,750000,1,1,750,40.784029,-73.976713
